Name                                 RA           Dec         z    R500   err    T500   err     M500      err      R2500  err    T2500  err     M2500     err         LX       err        c500    err       c     err     P1/P0     err        P2/P0     err        P3/P0     err         w        err        w_azi     err       ellip   posang    K0    err     K100   err   alpha err   t_c_ctr  err   R2500_hy  Mtot@R2500h  err     Mgas@R2500h  err    fgas@R2500h err Mtot@R2500s  err     Mgas@R2500s  err    fgas@R2500s err
                                  (J2000)       (J2000)               (Mpc)         (keV)           (M_Sun)           (Mpc)         (keV)           (M_Sun)            (erg s-1)         (0.1-0.5R500)    (100-500kpc)                                                                                                                    (rad)     (keV cm2)     (keV cm2)                    (Gyr)        (Mpc)         (M_Sun)              (M_Sun)                             (M_Sun)              (M_Sun)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
PLCKESZ_G304.84-41.42             0:28:06.23  -75:38:09.0  0.4100  1.219 0.100   8.604 0.973  7.897e+14 1.949e+14  0.559 0.046   8.976 1.045  3.808e+14 9.423e+13  1.267e+45 3.238e+43    8.029  0.438    8.113  0.440  4.436e+00 1.582e+00  1.000e-01 8.321e-02  8.626e-03 1.584e-02  4.598e-03 1.210e-04  5.838e-02 1.536e-03  0.1877   4.3020    0.00  80.52  352.24 102.83  0.51 0.15   2.912  0.605    0.482   2.438e+14 3.754e+13  2.799e+13 5.675e+11  0.1148 0.0178   2.663e+14 2.722e+13  3.659e+13 8.352e+11  0.1374 0.0144
PLCKESZ_G337.09-25.97            19:14:37.53  -59:28:19.8  0.2636  1.256 0.071   7.873 0.623  7.406e+14 1.257e+14  0.563 0.030   7.915 0.632  3.330e+14 5.387e+13  1.304e+45 2.564e+43    5.361  0.277    9.729  0.369  3.711e+00 1.236e+00  2.623e-01 1.255e-01  9.039e-03 1.216e-02  3.021e-03 7.949e-05  6.300e-02 1.658e-03  0.2400   0.7333    0.00   6.06  137.88   9.59  1.03 0.06   1.874  0.617    0.465   1.882e+14 1.828e+13  2.689e+13 4.488e+11  0.1429 0.0141   2.243e+14 1.274e+13  3.687e+13 6.328e+11  0.1644 0.0097
RBS_0653                          5:28:53.04  -39:28:15.5  0.2839  1.353 0.060   9.229 0.394  9.449e+14 1.254e+14  0.594 0.019   8.879 0.347  3.992e+14 3.894e+13  1.098e+45 1.368e+43    4.574  0.184    8.600  0.208  8.486e-01 3.279e-01  4.017e-02 2.369e-02  7.868e-03 5.857e-03  2.899e-03 7.629e-05  7.703e-02 2.027e-03  0.0184   6.2832   64.23  13.22  135.36  17.21  1.06 0.11   3.428  0.648    0.488   2.211e+14 9.770e+12  2.857e+13 2.858e+11  0.1293 0.0059   2.775e+14 1.205e+13  3.946e+13 4.615e+11  0.1422 0.0064
RCS_J2150-0442                   21:50:20.49   -4:42:16.0  0.1600  0.793 0.080   3.014 0.500  1.685e+14 5.102e+13  0.354 0.031   3.090 0.443  7.469e+13 1.968e+13  7.754e+43 5.096e+42      -      -        -      -    1.281e+00 1.731e+00  3.390e-01 3.386e-01  3.594e-03 2.241e-02  2.921e-03 7.686e-05  4.580e-02 1.205e-03  0.9990  -0.5331     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
RCS_J2318.5+0034                 23:18:31.10    0:34:02.6  0.7800  0.794 0.137   5.666 1.193  3.302e+14 1.724e+14  0.382 0.058   6.559 1.173  1.841e+14 8.431e+13  4.193e+44 1.673e+43      -      -        -      -    7.128e-01 4.780e-01  1.818e-03 1.017e-02  1.511e-03 5.149e-03  5.039e-03 1.326e-04  7.550e-02 1.987e-03  0.0934   2.2287     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
RCS_J2319.8+0038                 23:19:53.26    0:38:13.3  0.8972  0.675 0.101   4.737 0.802  2.323e+14 1.047e+14  0.301 0.039   4.810 0.683  1.032e+14 4.023e+13  5.334e+44 6.950e+43      -      -        -      -    6.484e-01 7.513e-01  8.649e-02 9.365e-02  1.853e-03 1.033e-02  4.587e-03 1.207e-04  6.978e-02 1.836e-03  0.3094   3.3128     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
RCS_J2327-0204                   23:27:27.52   -2:04:39.0  0.2000  1.436 0.145   9.547 1.534  1.038e+15 3.153e+14  0.605 0.050   8.506 1.112  3.884e+14 9.578e+13  7.903e+43 1.975e+42      -      -     31.671  0.734  5.132e-02 8.251e-02  3.737e-02 2.364e-02  4.606e-04 1.311e-03  1.278e-03 3.364e-05  8.605e-02 2.264e-03  0.2294   4.7444   96.62  10.79  163.88  15.47  1.42 0.10   6.499  1.173    0.572   3.273e+14 2.981e+13      -         -         -      -     3.439e+14 3.277e+13      -         -         -      -  
RDCS_J0542-4100                   5:42:50.19  -40:59:58.6  0.6400  0.911 0.086   6.333 0.766  4.258e+14 1.215e+14  0.410 0.044   6.452 0.885  1.940e+14 6.316e+13  6.232e+44 2.882e+43    7.038  0.919   11.705  1.258      -         -          -         -          -         -          -         -          -         -      0.2566   3.5172     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
RX_J0848.8+4455                   8:48:47.76   44:56:16.1  0.5430  0.492 0.148   1.781 0.742  5.998e+13 5.563e+13  0.248 0.044   2.337 0.565  3.835e+13 2.083e+13  6.327e+43 1.745e+43      -      -        -      -    3.779e-01 5.327e-01  8.198e-02 1.148e-01  4.590e-04 7.051e-03  3.374e-03 8.879e-05  7.458e-02 1.963e-03  0.3397   1.3067     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SC_1120-1202                     11:19:55.34  -12:02:28.4  0.5620  0.648 0.074   3.057 0.465  1.402e+14 4.831e+13  0.306 0.045   3.490 0.691  7.387e+13 3.293e+13  1.438e+44 1.639e+43  145.399 26.178      -      -    5.065e-01 9.369e-01  2.618e-02 1.088e-01  1.081e-02 4.626e-02  2.925e-03 7.697e-05  6.778e-02 1.784e-03  0.9957   6.1025     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SC_1329-313                      13:31:31.39  -31:49:28.3  0.0482  0.921 0.029   3.619 0.136  2.380e+14 2.229e+13  0.406 0.011   3.642 0.148  1.023e+14 8.623e+12  2.806e+43 8.568e+41    1.739  0.380      -      -    1.343e+01 5.970e+00  2.321e+00 1.009e+00  1.487e-02 5.404e-02  1.939e-03 5.104e-05  6.257e-02 1.647e-03  0.9990   1.9581    0.00   3.88  182.12  39.59  0.98 0.21   0.000  0.000    0.280   3.347e+13 1.502e+13  2.537e+12 1.703e+11  0.0758 0.0344   1.252e+14 3.666e+13      -         -         -      -  
SDSS-C4-DR3_3018                 11:47:13.10   55:43:44.7  0.0510  0.770 0.040   2.597 0.184  1.396e+14 2.153e+13  0.341 0.014   2.642 0.169  6.068e+13 7.506e+12  9.436e+42 4.563e+41    0.455  0.056    0.487  0.028  6.336e-01 8.043e-01  6.696e-01 3.123e-01  3.691e-02 4.446e-02  1.076e-03 2.831e-05  6.851e-02 1.803e-03  0.4162  -0.6268   98.80  30.71   94.89  34.69  0.93 0.33  24.000 28.535    0.316   4.826e+13 1.150e+13      -         -         -      -     5.242e+13 1.301e+13      -         -         -      -  
SDSS-C4-DR3_3144                 11:59:52.30   55:32:05.6  0.0810  0.600 0.037   1.656 0.104  6.771e+13 1.246e+13  0.269 0.010   1.766 0.076  3.063e+13 3.334e+12  1.022e+43 5.771e+41   13.323  0.563  245.579  7.397  2.176e-02 1.217e-01  2.011e-03 1.651e-02  1.290e-03 5.482e-03  1.030e-03 2.711e-05  6.259e-02 1.647e-03  0.0329   2.1394   11.60  11.51  197.48  16.18  0.89 0.20   1.768  0.449    0.201   1.283e+13 2.669e+12      -         -         -      -     1.842e+13 4.731e+12      -         -         -      -  
SDSS-C4_3062                      8:10:23.35   42:16:26.1  0.0638  1.017 0.085   4.422 0.653  3.253e+14 8.213e+13  0.446 0.023   4.367 0.371  1.375e+14 2.099e+13  2.839e+43 2.016e+42      -      -        -      -    2.903e+00 3.149e+00  2.303e-01 3.572e-01  1.322e-02 4.622e-02  1.465e-03 3.856e-05  7.043e-02 1.853e-03  0.1716  -0.0485   16.00   7.60  184.25  10.61  0.87 0.08   2.618  0.642    0.270   3.035e+13 2.219e+12      -         -         -      -     5.357e+13 4.038e+12      -         -         -      -  
SDSS-C4_3072                     17:20:09.94   26:37:29.1  0.1640  1.258 0.044   7.191 0.298  6.745e+14 7.118e+13  0.560 0.016   7.169 0.271  2.973e+14 2.533e+13  1.141e+45 1.155e+43    5.604  0.117   11.988  0.151  3.663e-01 1.770e-01  1.026e-01 3.304e-02  1.178e-03 2.273e-03  1.311e-03 3.451e-05  7.405e-02 1.949e-03  0.1480  -1.3432   11.43   6.06  118.77   8.84  1.22 0.07   2.849 99.999    0.540   2.668e+14 1.444e+13  2.851e+13 4.080e+11  0.1069 0.0060   2.770e+14 1.539e+13  3.044e+13 4.430e+11  0.1099 0.0063
SDSSCGB_08842                    10:38:42.87   48:49:20.5  0.4260  1.101 1.665   7.216 9.999  5.918e+14 4.730e+15  0.323 0.086   3.374 1.298  7.501e+13 6.098e+13  8.013e+43 6.649e+42    0.989  0.020      -      -    6.192e-02 1.885e-01  9.250e-03 3.335e-02  4.741e-03 1.500e-02  4.113e-03 1.082e-04  6.921e-02 1.821e-03  0.0831  -0.3170     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SDSS_+137.3+11.0+0.18             9:09:12.75   10:58:32.0  0.1800  1.047 0.044   5.160 0.325  3.945e+14 4.968e+13  0.475 0.018   5.378 0.313  1.838e+14 2.122e+13  4.300e+44 8.666e+42    2.587  0.182   10.198  0.328  1.761e+02 1.853e+01  1.472e+01 2.306e+00  6.225e+00 1.027e+00  4.883e-03 1.285e-04  5.948e-02 1.565e-03  0.3325   1.6411   90.84  10.08   96.59  12.27  1.05 0.09   5.121  1.368    0.429   1.353e+14 6.808e+12  1.506e+13 2.653e+11  0.1113 0.0059   1.513e+14 8.134e+12  1.723e+13 2.996e+11  0.1139 0.0064
SDSS_CE_J170.688583+01.106133    11:22:51.76    1:06:04.8  0.0720  0.717 0.088   2.304 0.487  1.150e+14 4.269e+13  0.342 0.039   2.704 0.522  6.203e+13 2.107e+13  1.146e+43 1.541e+42    0.742  0.142    0.694  0.100  3.073e+01 1.344e+01  5.807e-01 7.212e-01  3.221e-01 2.756e-01  2.442e-03 6.425e-05  6.654e-02 1.751e-03  0.9990  -5.2027     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SDSS_CE_J198.070190+00.996231    13:12:13.62   -0:58:27.5  0.4129  0.828 0.061   4.161 0.436  2.484e+14 5.456e+13  0.358 0.030   4.006 0.488  1.006e+14 2.563e+13  6.639e+44 3.893e+43    3.561  0.712    4.933  0.576  3.449e-01 9.072e-01  1.974e-02 7.542e-02  1.632e-02 3.709e-02  2.735e-03 7.196e-05  7.674e-02 2.019e-03  0.0720  -4.6797    0.00 356.32   62.91  68.62  1.14 0.73   6.048  2.071    0.237   2.909e+13 3.869e+12  5.330e+12 2.200e+11  0.1832 0.0255   4.823e+13 6.747e+12  1.344e+13 4.094e+11  0.2786 0.0399
SDSS_J015021.27-100530.5_GROUP    1:50:21.25  -10:05:29.3  0.3650  0.870 0.073   4.345 0.546  2.730e+14 6.869e+13  0.378 0.030   4.229 0.485  1.125e+14 2.644e+13  9.031e+44 3.688e+43   11.575  0.671   27.173  1.273  1.432e-01 2.950e-01  3.732e-02 4.972e-02  2.465e-03 9.110e-03  1.486e-03 3.911e-05  7.067e-02 1.860e-03  0.2150   3.8296    4.49   0.27   97.75   0.65  1.16 0.01   0.520  0.078    0.368   1.032e+14 7.661e+12  1.477e+13 3.243e+11  0.1431 0.0111   1.062e+14 7.900e+12  1.535e+13 3.370e+11  0.1445 0.0112
SDSS_J1029+2623                  10:29:12.18   26:23:35.1  0.5840  0.888 0.128   5.674 1.115  3.699e+14 1.612e+14  0.397 0.049   5.741 0.927  1.652e+14 6.099e+13  6.981e+44 2.928e+43      -      -        -      -    5.284e-01 4.028e-01  2.289e-02 3.993e-02  1.103e-03 6.069e-03  4.469e-03 1.176e-04  7.013e-02 1.845e-03  0.2321   3.3384     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SDSS_J1115+5319_CLUSTER          11:15:15.63   53:20:03.3  0.4660  1.306 0.153  10.375 1.660  1.031e+15 3.631e+14  0.604 0.074  10.914 1.852  5.094e+14 1.873e+14  1.169e+45 5.362e+43   35.725  2.641    5.155  0.561  3.430e-01 7.400e-01  6.362e-02 1.092e-01  2.836e-03 1.752e-02  3.621e-03 9.529e-05  7.470e-02 1.966e-03  0.2117   0.9285  295.79  62.79   13.60  20.35  2.25 0.94  19.290 19.010      -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0013-4906                  0:13:19.35  -49:06:36.1  0.4060  1.037 0.107   6.315 0.961  4.842e+14 1.498e+14  0.456 0.037   6.186 0.719  2.062e+14 5.015e+13  9.223e+44 3.593e+43    7.729  0.899    8.151  0.938  1.379e+01 4.885e+00  9.229e-02 1.364e-01  2.363e-02 4.359e-02  5.524e-03 1.454e-04  8.257e-02 2.173e-03  0.0496  -6.0663     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0014-4952                  0:14:48.89  -49:53:01.6  0.7520  0.856 0.089   6.340 0.793  4.003e+14 1.256e+14  0.388 0.048   6.538 0.964  1.860e+14 6.929e+13  8.969e+44 4.274e+43   11.810  1.858      -      -    1.342e+01 5.067e+00  3.087e-01 2.649e-01  2.849e-02 3.769e-02  6.701e-03 1.764e-04  3.422e-02 9.006e-04  0.2625   0.3809     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0058-6145                  0:58:21.13  -61:46:04.3  0.8300  0.667 0.123   4.314 0.944  2.073e+14 1.161e+14  0.322 0.129   5.072 2.358  1.171e+14 1.484e+14  6.452e+44 4.523e+43      -      -        -      -    1.038e+00 1.369e+00  4.463e-03 6.456e-02  9.198e-03 2.928e-02  3.969e-03 1.044e-04  8.140e-02 2.142e-03  0.1337  -0.9681     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0106-5943                  1:06:28.20  -59:43:13.4  0.3480  0.906 0.087   4.623 0.680  3.031e+14 8.767e+13  0.426 0.045   5.162 0.825  1.578e+14 5.057e+13  5.531e+44 3.435e+43    7.003  0.825   19.578  1.805  2.471e-01 8.316e-01  2.852e-01 2.751e-01  4.136e-03 2.539e-02  2.369e-03 6.235e-05  4.719e-02 1.242e-03  0.2902  -6.1653     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0123-4821                  1:23:11.81  -48:21:23.8  0.6200  0.805 0.105   4.894 0.847  2.865e+14 1.125e+14  0.340 0.043   4.493 0.740  1.080e+14 4.149e+13  4.256e+44 3.843e+43      -      -        -      -    9.720e-01 1.182e+00  1.149e-02 6.344e-02  5.766e-03 1.660e-02  3.834e-03 1.009e-04  8.730e-02 2.297e-03  0.0615  -3.0686     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0151-5954                  1:51:22.86  -59:54:27.0  1.0300  0.590 0.145   4.225 1.110  1.798e+14 1.357e+14  0.246 0.174   3.813 2.797  6.530e+13 1.619e+14  6.801e+44 1.168e+44    0.062  0.010      -      -    4.987e+00 3.231e+00  2.180e-01 2.712e-01  1.789e-02 3.923e-02  6.513e-03 1.714e-04  7.312e-02 1.924e-03  0.3923   0.0389     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0156-5541                  1:56:10.14  -55:41:55.5  1.2200  0.564 0.156   4.730 1.257  1.938e+14 1.649e+14  0.266 0.059   5.334 1.100  1.021e+14 6.935e+13  1.352e+45 1.915e+44      -      -        -      -    2.336e-01 5.954e-01  1.529e-02 5.719e-02  8.990e-04 1.165e-02  3.574e-03 9.405e-05  4.951e-02 1.303e-03  0.8474   2.4523     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0200-4852                  2:00:34.27  -48:52:10.3  0.4980  1.317 0.468  10.896 5.575  1.095e+15 1.216e+15  0.597 0.198  11.033 5.101  5.092e+14 5.244e+14  5.466e+44 4.440e+43    0.336  0.018      -      -    4.593e+00 3.360e+00  1.317e-01 1.714e-01  1.561e-02 4.524e-02  4.816e-03 1.267e-04  8.176e-02 2.152e-03  0.1808   1.9039     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0243-5930                  2:43:27.12  -59:31:02.1  0.6350  0.960 0.136   6.942 1.290  4.953e+14 2.120e+14  0.410 0.053   6.412 1.069  1.926e+14 7.566e+13  1.026e+45 6.739e+43      -      -     32.511  2.902  3.125e-04 1.288e-01  2.859e-01 1.748e-01  5.327e-04 8.740e-03  2.590e-03 6.817e-05  7.790e-02 2.050e-03  0.4088   2.0146     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0252-4824                  2:52:49.81  -48:24:58.8  0.4210  0.973 0.136   5.684 1.184  4.063e+14 1.710e+14  0.453 0.067   6.189 1.329  2.047e+14 9.157e+13  3.586e+44 3.189e+43      -      -        -      -    1.455e+01 6.328e+00  6.039e-01 6.037e-01  8.293e-02 8.671e-02  5.171e-03 1.361e-04  3.554e-02 9.352e-04  0.3104  -5.9904     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0256-5617                  2:56:25.35  -56:17:53.5  0.5800  0.892 0.116   5.707 1.005  3.738e+14 1.461e+14  0.410 0.060   6.052 1.175  1.806e+14 7.987e+13  6.631e+44 4.307e+43      -      -        -      -    1.513e-01 4.452e-01  2.687e-01 2.157e-01  3.820e-03 1.348e-02  2.738e-03 7.206e-05  5.441e-02 1.432e-03  0.3225  -0.1521     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0307-5042                  3:07:50.57  -50:42:06.7  0.5500  0.938 0.127   6.057 1.133  4.193e+14 1.708e+14  0.400 0.051   5.622 0.965  1.626e+14 6.258e+13  7.364e+44 4.820e+43      -      -        -      -    1.439e+00 1.304e+00  3.064e-02 6.914e-02  4.480e-03 1.733e-02  3.844e-03 1.011e-04  7.804e-02 2.054e-03  0.1069  -4.4116     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0307-6225                  3:07:16.88  -62:26:44.9  0.5790  0.760 0.158   4.208 1.204  2.307e+14 1.458e+14  0.341 0.063   4.341 1.073  1.041e+14 5.874e+13  4.210e+44 5.188e+43      -      -        -      -    1.445e+00 1.980e+00  3.741e-01 4.136e-01  3.220e-03 3.020e-02  3.949e-03 1.039e-04  6.602e-02 1.737e-03  0.9990  -3.2703     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0310-4647                  3:10:32.37  -46:47:10.2  0.7090  0.866 0.141   6.180 1.273  3.947e+14 1.939e+14  0.360 0.052   5.456 0.966  1.414e+14 6.147e+13  6.981e+44 3.968e+43      -      -        -      -    1.076e+00 1.612e+00  4.197e-02 1.360e-01  9.709e-03 3.267e-02  4.560e-03 1.200e-04  5.169e-02 1.360e-03  0.2272   4.6517     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0324-6236                  3:24:12.42  -62:35:55.6  0.7300  0.787 0.132   5.277 1.116  3.034e+14 1.545e+14  0.361 0.065   5.611 1.232  1.464e+14 7.985e+13  8.335e+44 9.334e+43      -      -        -      -    6.175e-02 3.684e-01  2.545e-02 7.365e-02  3.316e-03 1.571e-02  2.643e-03 6.954e-05  8.009e-02 2.108e-03  0.1590  -0.8876     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0334-4659                  3:34:11.03  -46:59:45.6  0.4850  0.924 0.123   5.508 1.058  3.729e+14 1.502e+14  0.427 0.060   5.926 1.161  1.841e+14 7.781e+13  8.120e+44 4.896e+43   37.135  2.910   27.086  2.166  5.151e-01 7.647e-01  1.068e-01 1.331e-01  5.731e-03 1.906e-02  2.869e-03 7.550e-05  8.031e-02 2.113e-03  0.2798   0.1091     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0348-4515                  3:48:16.69  -45:14:53.8  0.3580  0.944 0.129   5.041 1.066  3.469e+14 1.432e+14  0.431 0.064   5.311 1.194  1.645e+14 7.443e+13  4.366e+44 4.419e+43      -      -    163.579 23.732  1.368e+00 2.269e+00  1.354e-01 2.493e-01  2.118e-03 4.484e-02  3.102e-03 8.164e-05  7.278e-02 1.915e-03  0.1873   2.9524     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0352-5647                  3:52:57.98  -56:47:43.9  0.6700  0.859 0.123   5.837 1.082  3.689e+14 1.596e+14  0.427 0.078   7.173 1.648  2.271e+14 1.255e+14  5.672e+44 3.264e+43      -      -        -      -    2.713e+00 2.696e+00  1.560e-02 1.014e-01  8.583e-03 5.928e-02  5.293e-03 1.393e-04  8.422e-02 2.216e-03  0.1775   6.0308     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0426-5455                  4:26:04.58  -54:54:41.9  0.6300  0.735 0.125   4.169 0.946  2.209e+14 1.139e+14  0.358 0.110   4.981 1.988  1.273e+14 1.212e+14  4.815e+44 6.534e+43      -      -        -      -    5.374e+00 3.876e+00  1.878e-01 2.758e-01  1.497e-02 4.709e-02  5.388e-03 1.418e-04  4.577e-02 1.205e-03  0.1119  -1.1719     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0441-4855                  4:41:48.14  -48:55:26.3  0.7900  0.909 0.167   7.402 1.643  5.022e+14 2.803e+14  0.388 0.063   6.801 1.298  1.943e+14 9.548e+13  9.605e+44 7.023e+43      -      -        -      -    5.125e-01 6.297e-01  1.746e-04 1.759e-02  6.708e-04 7.000e-03  3.889e-03 1.023e-04  4.982e-02 1.311e-03  0.0611  -4.4715     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0449-4901                  4:49:06.32  -49:01:35.9  0.7920  0.771 0.124   5.437 1.062  3.071e+14 1.499e+14  0.389 0.083   6.872 1.722  1.974e+14 1.278e+14  7.112e+44 9.223e+43      -      -        -      -    1.064e+00 1.200e+00  8.130e-02 1.243e-01  2.597e-03 1.853e-02  4.301e-03 1.132e-04  5.101e-02 1.342e-03  0.2967   1.8632     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ0456-5116                  4:56:27.59  -51:16:44.2  0.5620  0.976 0.126   6.627 1.171  4.794e+14 1.870e+14  0.419 0.059   6.193 1.161  1.895e+14 8.014e+13  5.648e+44 2.366e+43      -      -        -      -    1.853e+00 1.416e+00  9.992e-04 3.114e-02  4.276e-03 1.564e-02  4.521e-03 1.190e-04  6.920e-02 1.821e-03  0.0737   5.3353     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2034-5936                 20:34:09.16  -59:36:18.6  0.9200  0.687 0.128   5.003 1.052  2.510e+14 1.416e+14  0.298 0.052   4.821 0.918  1.023e+14 5.398e+13  9.609e+44 1.073e+44      -      -        -      -    3.127e-01 6.943e-01  4.222e-02 1.090e-01  1.768e-03 1.325e-02  3.304e-03 8.694e-05  5.837e-02 1.536e-03  0.2817   2.3583     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2043-5035                 20:43:17.53  -50:35:32.3  0.7230  0.808 0.088   5.497 0.745  3.259e+14 1.073e+14  0.356 0.037   5.427 0.683  1.394e+14 4.365e+13  1.656e+45 5.863e+43   18.224  0.919   33.528  1.545  7.894e-02 1.735e-01  5.557e-02 4.644e-02  1.159e-03 3.818e-03  1.891e-03 4.975e-05  6.913e-02 1.819e-03  0.1798   6.2832     -      -       -      -     -    -       -      -      0.304   8.722e+13 5.357e+12  1.439e+13 3.029e+11  0.1649 0.0107   1.049e+14 6.577e+12  1.812e+13 3.815e+11  0.1727 0.0114
SPT-CLJ2106-5844                 21:06:05.14  -58:44:30.8  1.1320  0.694 0.072   6.391 0.627  3.280e+14 1.027e+14  0.329 0.038   7.158 0.785  1.748e+14 6.084e+13  3.940e+45 2.542e+44    5.031  0.571   13.134  1.159  2.710e+00 1.242e+00  5.014e-02 7.036e-02  5.366e-03 1.032e-02  5.963e-03 1.569e-04  7.757e-02 2.041e-03  0.2246   1.0901     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2135-5726                 21:35:38.25  -57:26:27.5  0.4270  1.048 0.133   6.587 1.233  5.107e+14 1.954e+14  0.477 0.060   6.850 1.249  2.412e+14 9.211e+13  6.290e+44 2.775e+43      -      -     23.798  2.832  1.805e+00 1.827e+00  2.218e-03 5.580e-02  6.688e-03 2.807e-02  3.560e-03 9.369e-05  4.988e-02 1.313e-03  0.0498  -0.8841     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2145-5644                 21:45:52.06  -56:44:51.9  0.4800  1.015 0.144   6.547 1.340  4.922e+14 2.113e+14  0.462 0.063   6.824 1.293  2.326e+14 9.503e+13  8.974e+44 5.550e+43      -      -     16.341  2.007  1.235e+00 1.606e+00  7.619e-02 1.659e-01  1.972e-03 2.614e-02  3.818e-03 1.005e-04  7.987e-02 2.102e-03  0.1524   3.7207     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2146-4633                 21:46:34.72  -46:32:57.0  0.9330  0.686 0.123   5.061 1.020  2.531e+14 1.381e+14  0.339 0.067   6.164 1.332  1.523e+14 9.207e+13  6.934e+44 9.085e+43      -      -        -      -    2.016e-03 1.882e-01  1.586e-02 5.787e-02  3.239e-03 1.793e-02  2.769e-03 7.286e-05  5.924e-02 1.559e-03  0.2098  -3.7263     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2148-6116                 21:48:44.23  -61:16:42.1  0.5710  0.977 0.128   6.707 1.189  4.850e+14 1.911e+14  0.436 0.056   6.728 1.147  2.161e+14 8.376e+13  5.358e+44 3.010e+43      -      -        -      -    1.531e+00 1.513e+00  1.624e-01 2.121e-01  1.224e-03 1.618e-02  3.776e-03 9.936e-05  5.917e-02 1.557e-03  0.1686  -6.2832     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
SPT-CLJ2218-4519                 22:18:59.49  -45:18:56.8  0.6500  0.843 0.118   5.520 1.008  3.411e+14 1.436e+14  0.398 0.058   6.189 1.141  1.801e+14 7.878e+13  5.551e+44 3.303e+43      -      -        -      -    1.463e+01 8.356e+00  2.016e+00 1.108e+00  2.166e-01 1.948e-01  7.139e-03 1.879e-04  5.673e-02 1.493e-03  0.9990  -0.7394     -      -       -      -     -    -       -      -        -         -         -          -         -         -      -         -         -          -         -         -      -  
